@relation bank-data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6

@attribute age numeric
@attribute sex {FEMALE,MALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income {'\'(-inf-24386.173333]\'','\'(24386.173333-43758.136667]\'','\'(43758.136667-inf)\''}
@attribute married {NO,YES}
@attribute children {0,1,2,3}
@attribute car {NO,YES}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
34,FEMALE,TOWN,'\'(-inf-24386.173333]\'',YES,0,YES,YES,NO,YES,NO
44,MALE,SUBURBAN,'\'(-inf-24386.173333]\'',YES,0,YES,YES,YES,YES,YES
43,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,1,NO,NO,YES,NO,YES
32,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,2,NO,YES,NO,YES,NO
21,FEMALE,TOWN,'\'(-inf-24386.173333]\'',NO,1,NO,YES,YES,YES,NO
30,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,2,NO,NO,YES,NO,NO
55,MALE,RURAL,'\'(24386.173333-43758.136667]\'',YES,1,YES,YES,YES,NO,NO
64,MALE,SUBURBAN,'\'(43758.136667-inf)\'',YES,1,NO,YES,YES,NO,YES
36,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',NO,1,YES,NO,NO,NO,YES
59,MALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',NO,1,NO,YES,YES,NO,YES
60,MALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,0,YES,NO,YES,YES,YES
27,FEMALE,TOWN,'\'(-inf-24386.173333]\'',NO,1,YES,YES,YES,YES,NO
29,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,0,NO,NO,YES,NO,NO
53,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',NO,1,NO,YES,YES,NO,YES
61,FEMALE,RURAL,'\'(43758.136667-inf)\'',NO,2,NO,YES,YES,NO,YES
43,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,0,NO,YES,YES,NO,NO
19,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,0,NO,YES,YES,YES,YES
48,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,1,YES,YES,NO,YES,YES
39,MALE,RURAL,'\'(24386.173333-43758.136667]\'',YES,2,NO,YES,YES,NO,YES
32,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,2,YES,YES,YES,NO,NO
63,MALE,SUBURBAN,'\'(43758.136667-inf)\'',YES,1,YES,YES,NO,YES,YES
46,MALE,RURAL,'\'(-inf-24386.173333]\'',YES,1,YES,YES,YES,NO,YES
40,MALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',NO,0,NO,NO,YES,YES,YES
27,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,0,YES,NO,NO,YES,YES
22,MALE,SUBURBAN,'\'(-inf-24386.173333]\'',YES,2,YES,YES,YES,NO,NO
42,MALE,RURAL,'\'(-inf-24386.173333]\'',YES,1,YES,YES,YES,NO,YES
58,FEMALE,TOWN,'\'(43758.136667-inf)\'',YES,1,YES,YES,YES,YES,YES
23,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,1,YES,NO,YES,NO,NO
58,MALE,SUBURBAN,'\'(24386.173333-43758.136667]\'',YES,3,NO,NO,NO,NO,NO
45,MALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,2,YES,YES,YES,NO,NO
49,FEMALE,SUBURBAN,'\'(24386.173333-43758.136667]\'',YES,0,YES,NO,NO,YES,NO
67,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,3,YES,YES,YES,NO,NO
20,FEMALE,TOWN,'\'(-inf-24386.173333]\'',YES,2,YES,YES,YES,NO,NO
43,FEMALE,RURAL,'\'(-inf-24386.173333]\'',YES,1,YES,YES,YES,YES,YES
41,MALE,RURAL,'\'(24386.173333-43758.136667]\'',YES,0,NO,NO,YES,NO,NO
38,FEMALE,SUBURBAN,'\'(24386.173333-43758.136667]\'',YES,0,NO,YES,YES,NO,NO
67,FEMALE,SUBURBAN,'\'(24386.173333-43758.136667]\'',YES,0,NO,NO,YES,YES,YES
40,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,1,NO,YES,YES,NO,YES
25,FEMALE,SUBURBAN,'\'(-inf-24386.173333]\'',NO,0,NO,NO,YES,YES,YES
57,FEMALE,RURAL,'\'(43758.136667-inf)\'',YES,0,NO,YES,YES,NO,NO
32,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,1,NO,NO,YES,YES,YES
44,MALE,SUBURBAN,'\'(-inf-24386.173333]\'',YES,0,YES,NO,YES,YES,YES
30,MALE,TOWN,'\'(24386.173333-43758.136667]\'',YES,0,YES,YES,NO,NO,NO
43,MALE,TOWN,'\'(-inf-24386.173333]\'',YES,0,NO,NO,YES,YES,NO
19,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,2,YES,YES,YES,NO,NO
37,FEMALE,TOWN,'\'(24386.173333-43758.136667]\'',YES,0,YES,YES,YES,NO,NO
49,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,1,YES,YES,YES,YES,YES
49,FEMALE,RURAL,'\'(24386.173333-43758.136667]\'',NO,3,YES,NO,YES,NO,NO
40,MALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,0,NO,NO,NO,NO,NO
33,FEMALE,SUBURBAN,'\'(24386.173333-43758.136667]\'',NO,2,NO,YES,YES,NO,YES
39,MALE,TOWN,'\'(-inf-24386.173333]\'',YES,2,YES,YES,YES,NO,NO
43,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',YES,0,YES,YES,YES,NO,NO
37,MALE,TOWN,'\'(24386.173333-43758.136667]\'',YES,0,NO,YES,YES,YES,NO
24,FEMALE,TOWN,'\'(-inf-24386.173333]\'',YES,1,YES,YES,YES,NO,YES
62,MALE,TOWN,'\'(43758.136667-inf)\'',YES,0,YES,YES,NO,NO,YES
18,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',NO,0,NO,YES,YES,YES,NO
47,FEMALE,TOWN,'\'(24386.173333-43758.136667]\'',YES,0,YES,NO,NO,NO,NO
63,MALE,SUBURBAN,'\'(43758.136667-inf)\'',YES,2,YES,YES,NO,YES,YES
20,MALE,TOWN,'\'(-inf-24386.173333]\'',YES,2,YES,NO,YES,YES,NO
46,FEMALE,TOWN,'\'(-inf-24386.173333]\'',NO,3,NO,YES,NO,NO,NO
47,FEMALE,RURAL,'\'(24386.173333-43758.136667]\'',NO,2,YES,YES,YES,NO,NO
33,MALE,TOWN,'\'(-inf-24386.173333]\'',YES,1,NO,YES,YES,YES,YES
20,MALE,TOWN,'\'(-inf-24386.173333]\'',NO,3,YES,YES,YES,NO,NO
20,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,1,NO,NO,YES,NO,YES
43,FEMALE,TOWN,'\'(24386.173333-43758.136667]\'',NO,1,YES,YES,NO,NO,YES
58,MALE,RURAL,'\'(43758.136667-inf)\'',YES,0,NO,YES,YES,NO,NO
29,MALE,SUBURBAN,'\'(-inf-24386.173333]\'',YES,1,YES,YES,YES,NO,NO
25,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,0,NO,NO,NO,NO,NO
40,FEMALE,INNER_CITY,'\'(24386.173333-43758.136667]\'',NO,2,NO,YES,YES,YES,YES
48,MALE,TOWN,'\'(-inf-24386.173333]\'',YES,0,NO,YES,YES,NO,NO
65,MALE,SUBURBAN,'\'(43758.136667-inf)\'',YES,2,NO,YES,YES,NO,YES
59,FEMALE,RURAL,'\'(24386.173333-43758.136667]\'',YES,3,YES,YES,YES,YES,NO
61,FEMALE,INNER_CITY,'\'(43758.136667-inf)\'',NO,2,YES,YES,YES,YES,NO
30,FEMALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,0,YES,YES,YES,NO,NO
31,FEMALE,TOWN,'\'(-inf-24386.173333]\'',YES,0,YES,YES,NO,NO,YES
29,MALE,INNER_CITY,'\'(-inf-24386.173333]\'',YES,0,NO,YES,NO,YES,NO
38,MALE,TOWN,'\'(24386.173333-43758.136667]\'',NO,0,YES,NO,YES,YES,YES
